data_pull_date,meet_name,meet_date,competitor_1_name,competitor_1_odds,competitor_2_name,competitor_2_odds
2024-02-05,UFC Fight Night 236,2024-02-10,Trevin Giles,7/4,Carlos Prates,4/9
2024-02-05,UFC Fight Night 236,2024-02-10,Rodolfo Vieira,4/5,Armen Petrosyan,1/1
2024-02-05,UFC Fight Night 236,2024-02-10,Michael Johnson,8/11,Darrius Flowers,11/10
2024-02-05,UFC Fight Night 236,2024-02-10,Brad Tavares,2/1,Gregory Rodrigues,2/5
2024-02-05,UFC Fight Night 236,2024-02-10,Dan Ige,4/7,Andre Fili,11/8
2024-02-05,UFC Fight Night 236,2024-02-10,Robert Bryczek,13/10,Albert Duraev,8/13
2024-02-05,UFC 298,2024-02-17,Andrea Lee,11/8,Miranda Maverick,4/7
2024-02-05,UFC 298,2024-02-17,Mingyang Zhang,4/6,Brendson Ribeiro,5/4
2024-02-05,UFC 298,2024-02-17,Marcos Rogerio de Lima,5/8,Justin Tafa,13/10
2024-02-05,UFC 298,2024-02-17,Anthony Hernandez,11/8,Ikram Aliskerov,4/7
2024-02-05,UFC 298,2024-02-17,Geoff Neal,2/1,Ian Machado Garry,2/5
2024-02-05,UFC 298,2024-02-17,Merab Dvalishvili,8/15,Henry Cejudo,6/4
2024-02-05,UFC 298,2024-02-17,Alexander Volkanovski,10/11,Ilia Topuria,10/11
2024-02-05,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-02-05,UFC 299,2024-03-09,Pedro Munhoz,13/8,Kyler Phillips,1/2
2024-02-05,UFC 299,2024-03-09,Katlyn Chookagian,11/8,Maycee Barber,4/7
2024-02-05,UFC 299,2024-03-09,Mateusz Gamrot,2/5,Rafael dos Anjos,2/1
2024-02-05,UFC 299,2024-03-09,Petr Yan,8/11,Yadong Song,11/10
2024-02-05,UFC 299,2024-03-09,Kevin Holland,8/11,Michael Page,11/10
2024-02-05,UFC 299,2024-03-09,Gilbert Burns,4/5,Jack Della Maddalena,1/1
2024-02-05,UFC 299,2024-03-09,Curtis Blaydes,9/10,Jailton Almeida,9/10
2024-02-05,UFC 299,2024-03-09,Dustin Poirier,5/4,Benoit Saint-Denis,4/6
2024-02-05,UFC 299,2024-03-09,Sean O'Malley,1/2,Marlon Vera,13/8
2024-02-06,UFC Fight Night 236,2024-02-10,Daniel Marcos,4/9,Aori Qileng,7/4
2024-02-06,UFC Fight Night 236,2024-02-10,Zac Pauga,8/11,Bogdan Guskov,11/10
2024-02-06,UFC Fight Night 236,2024-02-10,Hyder Amil,19/10,Melsik Baghdasaryan,2/5
2024-02-06,UFC Fight Night 236,2024-02-10,Max Griffin,6/4,Jeremiah Wells,8/15
2024-02-06,UFC Fight Night 236,2024-02-10,Devin Clark,1/2,Marcin Prachnio,13/8
2024-02-06,UFC Fight Night 236,2024-02-10,Loma Lookboonmee,2/5,Bruna Brasil,2/1
2024-02-06,UFC Fight Night 236,2024-02-10,Damir Hadzovic,21/10,Bolaji Oki,4/11
2024-02-06,UFC Fight Night 236,2024-02-10,Trevin Giles,7/4,Carlos Prates,4/9
2024-02-06,UFC Fight Night 236,2024-02-10,Rodolfo Vieira,4/5,Armen Petrosyan,1/1
2024-02-06,UFC Fight Night 236,2024-02-10,Michael Johnson,8/11,Darrius Flowers,11/10
2024-02-06,UFC Fight Night 236,2024-02-10,Brad Tavares,2/1,Gregory Rodrigues,2/5
2024-02-06,UFC Fight Night 236,2024-02-10,Dan Ige,4/7,Andre Fili,11/8
2024-02-06,UFC Fight Night 236,2024-02-10,Jack Hermansson,7/4,Joseph Pyfer,4/9
2024-02-06,UFC 298,2024-02-17,Andrea Lee,11/8,Miranda Maverick,4/7
2024-02-06,UFC 298,2024-02-17,Mingyang Zhang,4/6,Brendson Ribeiro,5/4
2024-02-06,UFC 298,2024-02-17,Marcos Rogerio de Lima,5/8,Justin Tafa,13/10
2024-02-06,UFC 298,2024-02-17,Anthony Hernandez,11/8,Ikram Aliskerov,4/7
2024-02-06,UFC 298,2024-02-17,Geoff Neal,2/1,Ian Machado Garry,2/5
2024-02-06,UFC 298,2024-02-17,Merab Dvalishvili,8/15,Henry Cejudo,6/4
2024-02-06,UFC 298,2024-02-17,Alexander Volkanovski,10/11,Ilia Topuria,10/11
2024-02-06,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-02-06,UFC 299,2024-03-09,Pedro Munhoz,13/8,Kyler Phillips,1/2
2024-02-06,UFC 299,2024-03-09,Katlyn Chookagian,11/8,Maycee Barber,4/7
2024-02-06,UFC 299,2024-03-09,Mateusz Gamrot,2/5,Rafael dos Anjos,2/1
2024-02-06,UFC 299,2024-03-09,Petr Yan,8/11,Yadong Song,11/10
2024-02-06,UFC 299,2024-03-09,Kevin Holland,8/11,Michael Page,11/10
2024-02-06,UFC 299,2024-03-09,Gilbert Burns,4/5,Jack Della Maddalena,1/1
2024-02-06,UFC 299,2024-03-09,Curtis Blaydes,9/10,Jailton Almeida,9/10
2024-02-06,UFC 299,2024-03-09,Dustin Poirier,5/4,Benoit Saint-Denis,4/6
2024-02-06,UFC 299,2024-03-09,Sean O'Malley,1/2,Marlon Vera,13/8
2024-02-20,UFC Fight Night 237,2024-02-24,Erik Silva,9/4,Muhammadjon Naimov,4/11
2024-02-20,UFC Fight Night 237,2024-02-24,Victor Altamirano,9/4,Felipe Dos Santos,1/3
2024-02-20,UFC Fight Night 237,2024-02-24,Luis Rodriguez,1/1,Denys Bondar,4/5
2024-02-20,UFC Fight Night 237,2024-02-24,Claudio Puelles,7/4,Fares Ziam,4/9
2024-02-20,UFC Fight Night 237,2024-02-24,Edgar Chairez,2/7,Daniel Lacerda da Silva,11/4
2024-02-20,UFC Fight Night 237,2024-02-24,Jesus Santos Aguilar,11/10,Mateus Mendonca,8/11
2024-02-20,UFC Fight Night 237,2024-02-24,Christian Quinonez,11/8,Raoni Barcelos,4/7
2024-02-20,UFC Fight Night 237,2024-02-24,Manuel Torres,8/11,Chris Duncan,11/10
2024-02-20,UFC Fight Night 237,2024-02-24,Yazmin Jauregui,2/9,Sam Hughes,7/2
2024-02-20,UFC Fight Night 237,2024-02-24,Raul Rosas Jr,4/11,Ricky Turcios,11/5
2024-02-20,UFC Fight Night 237,2024-02-24,Daniel Zellhuber,4/11,Francisco Prado,11/5
2024-02-20,UFC Fight Night 237,2024-02-24,Yair Rodriguez,4/7,Brian Ortega,11/8
2024-02-20,UFC Fight Night 237,2024-02-24,Brandon Moreno,2/5,Brandon Royval,2/1
2024-02-20,UFC 299,2024-03-09,Joanne Wood,13/10,Maryna Moroz,8/13
2024-02-20,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabayev,2/7
2024-02-20,UFC 299,2024-03-09,Pedro Munhoz,13/8,Kyler Phillips,4/9
2024-02-20,UFC 299,2024-03-09,Robelis Despaigne,2/9,Josh Parisian,7/2
2024-02-20,UFC 299,2024-03-09,Katlyn Chookagian,11/8,Maycee Barber,4/7
2024-02-20,UFC 299,2024-03-09,Michel Pereira,8/13,Michal Oleksiejczuk,13/10
2024-02-20,UFC 299,2024-03-09,Mateusz Gamrot,2/5,Rafael Dos Anjos,2/1
2024-02-20,UFC 299,2024-03-09,Petr Yan,3/4,Yadong Song,21/20
2024-02-20,UFC 299,2024-03-09,Kevin Holland,8/11,Michael Page,11/10
2024-02-20,UFC 299,2024-03-09,Gilbert Burns,4/5,Jack Della Maddalena,1/1
2024-02-20,UFC 299,2024-03-09,Curtis Blaydes,9/10,Jailton Almeida,9/10
2024-02-20,UFC 299,2024-03-09,Dustin Poirier,5/4,Benoit Saint-Denis,4/6
2024-02-20,UFC 299,2024-03-09,Sean O'Malley,1/2,Marlon Vera,13/8
2024-02-20,UFC 300,2024-04-13,Bobby Green,1/2,Jim Miller,6/4
2024-02-20,UFC 300,2024-04-13,Calvin Kattar,10/11,Aljamain Sterling,10/11
2024-02-20,UFC 300,2024-04-13,Deiveson Figueiredo,1/4,Cody Garbrandt,5/2
2024-02-20,UFC 300,2024-04-13,Holly Holm,7/2,Kayla Harrison,2/9
2024-02-20,UFC 300,2024-04-13,Bo Nickal,1/14,Cody Brundage,15/2
2024-02-20,UFC 300,2024-04-13,Charles Oliveira,6/4,Arman Tsarukyan,1/2
2024-02-20,UFC 300,2024-04-13,Weili Zhang,2/7,Xiaonan Yan,11/4
2024-02-20,UFC 300,2024-04-13,Jiri Prochazka,1/1,Aleksandar Rakic,8/11
2024-02-20,UFC 300,2024-04-13,Justin Gaethje,1/2,Max Holloway,6/4
2024-03-17,Oktagon 55,2024-03-23,Jacinta Austin,1/1,Karolina Wojcik,4/5
2024-03-17,Oktagon 55,2024-03-23,Jakub Bahnik,4/6,Wahid Najand,11/10
2024-03-17,Oktagon 55,2024-03-23,Lucia Szabova,1/3,Roza Gumienna,11/5
2024-03-17,Oktagon 55,2024-03-23,Michael Deiga-Scheck,6/4,Nikolaos Serbezis,1/2
2024-03-17,Oktagon 55,2024-03-23,Jorick Montagnac,1/10,Sebastian Heil,5/1
2024-03-17,Oktagon 55,2024-03-23,Karol Rysavy,2/5,Arijan Topallaj,7/4
2024-03-17,Oktagon 55,2024-03-23,Zdenek Polivka,6/5,Ion Taburceanu,8/13
2024-03-17,Oktagon 55,2024-03-23,Jamie Cordero,2/5,Dominic Schober,7/4
2024-03-17,Oktagon 55,2024-03-23,Mate Kertesz,5/4,Niklas Stolze,4/7
2024-03-17,Oktagon 55,2024-03-23,Alexander Poppeck,2/5,Jeremy Kimball,15/8
2024-03-17,UFC 300,2024-04-13,Holly Holm,7/2,Kayla Harrison,2/9
2024-03-17,UFC 300,2024-04-13,Bobby Green,1/2,Jim Miller,6/4
2024-03-17,UFC 300,2024-04-13,Calvin Kattar,1/1,Aljamain Sterling,4/5
2024-03-17,UFC 300,2024-04-13,Deiveson Figueiredo,1/4,Cody Garbrandt,5/2
2024-03-17,UFC 300,2024-04-13,Bo Nickal,1/14,Cody Brundage,15/2
2024-03-17,UFC 300,2024-04-13,Charles Oliveira,6/4,Arman Tsarukyan,1/2
2024-03-17,UFC 300,2024-04-13,Weili Zhang,2/7,Xiaonan Yan,11/4
2024-03-17,UFC 300,2024-04-13,Jiri Prochazka,1/1,Aleksandar Rakic,8/11
2024-03-17,UFC 300,2024-04-13,Justin Gaethje,4/9,Max Holloway,13/8
